"brand","hardness"
"БрХВЦр",""
"БрХНб",""
"БрХНТ",""
"БрХЦр","Твердость БрХЦр , Сплав мягкий/HB 10 -1 = 65 МПа;Твердость БрХЦр , Сплав твердый/HB 10 -1 = 110 - 140 МПа"
"БрХЦр0.3-0.09",""
"БрХЦр0.6-0.05",""
"БрЦр0.2","Твердость БрЦр0.2 ,/HB 10 -1 = 98 - 132 МПа"
"БрЦр0.3","Твердость БрЦр0.3 ,/HB 10 -1 = 98 - 132 МПа"
"БрЦр0.4","Твердость БрЦр0.4 ,/HB 10 -1 = 98 - 132 МПа"
"БрЦр0.7","Твердость БрЦр0.7 ,/HB 10 -1 = 98 - 132 МПа"
"ВБр3",""
"МК","Твердость МК , Сплав деформированый/HB 10 -1 = 120 МПа;Твердость МК , Сплав отожженный/HB 10 -1 = 50 МПа"
"МКБ","Твердость МКБ ,/HB 10 -1 = 180 МПа;Твердость МКБ , Сплав деформированый/HB 10 -1 = 140 МПа;Твердость МКБ , Сплав отожженный/HB 10 -1 = 80 МПа"
"МКБ2.5-0.5",""
"МЦр0.3","Твердость МЦр0.3 ,/HB 10 -1 = 98 - 132 МПа"
"Cu","Твердость Cu , Сплав деформированый/HB 10 -1 = 100 МПа;Твердость Cu , Сплав отожженный/HB 10 -1 = 45 МПа"
"CuZn36Pb2As",""
"CuZn39Pb3",""
"Л59","Твердость Л59 , Сплав твердый/HB 10 -1 = 163 МПа;Твердость Л59 , Сплав литой/HB 10 -1 = 77 МПа"
"Л60","Твердость Л60 , Сплав мягкий/HB 10 -1 = 60 - 70 МПа;Твердость Л60 , Сплав твердый/HB 10 -1 = 155 - 165 МПа"
"Л66",""
"Л68","Твердость Л68 , Лист мягк. ГОСТ 2208-2007/HB 10 -1 = 70 МПа;Твердость Л68 , Лист тверд. ГОСТ 2208-2007/HB 10 -1 = 125 МПа"
"Л70","Твердость Л70 , Лист мягк. ГОСТ 2208-2007/HB 10 -1 = 70 МПа;Твердость Л70 , Лист тверд. ГОСТ 2208-2007/HB 10 -1 = 125 МПа"
"Л75",""
"Л75мк",""
"Л80","Твердость Л80 , Лист тверд. ГОСТ 2208-2007/HB 10 -1 = 120 МПа;Твердость Л80 , Лист мягк. ГОСТ 2208-2007/HB 10 -1 = 65 МПа"
"Л85","Твердость Л85 , Лист мягк. ГОСТ 2208-2007/HB 10 -1 = 65 МПа;Твердость Л85 , Лист тверд. ГОСТ 2208-2007/HB 10 -1 = 110 МПа"
"Л90","Твердость Л90 , Лист мягк. ГОСТ 2208-2007/HB 10 -1 = 60 МПа;Твердость Л90 , Лист тверд. ГОСТ 2208-2007/HB 10 -1 = 110 МПа"
"Л96","Твердость Л96 , Сплав мягкий/HB 10 -1 = 50 - 60 МПа;Твердость Л96 , Сплав твердый/HB 10 -1 = 130 - 145 МПа"
"ЛА",""
"ЛА67-2.5","Твердость ЛА67-2.5 , литье в кокиль ГОСТ 17711-93/HB 10 -1 = 90 МПа;Твердость ЛА67-2.5 , литье в песчаную форму ГОСТ 17711-93/HB 10 -1 = 80 МПа"
"ЛА77-2","Твердость ЛА77-2 , Сплав мягкий/HB 10 -1 = 45 - 55 МПа;Твердость ЛА77-2 , Сплав твердый/HB 10 -1 = 150 - 160 МПа"
"ЛА77-2у",""
"ЛА85-0.5","Твердость ЛА85-0.5 , Сплав твердый/HB 10 -1 = 147 МПа;Твердость ЛА85-0.5 , Сплав литой/HB 10 -1 = 53 МПа"
"ЛАЖ60-1-1","Твердость ЛАЖ60-1-1 , Сплав мягкий/HB 10 -1 = 45 - 55 МПа;Твердость ЛАЖ60-1-1 , Сплав твердый/HB 10 -1 = 165 - 175 МПа"
"ЛАЖМц",""
"ЛАЖМц66-6-3-2","Твердость ЛАЖМц66-6-3-2 , литье в кокиль ГОСТ 17711-93/HB 10 -1 = 165 МПа;Твердость ЛАЖМц66-6-3-2 , литье в песчаную форму ГОСТ 17711-93/HB 10 -1 = 160 МПа"
"ЛАМш77-2-0.04",""
"ЛАМш77-2-0.05","Твердость ЛАМш77-2-0.05 , Сплав мягкий/HB 10 -1 = 60 - 70 МПа;Твердость ЛАМш77-2-0.05 , Сплав твердый/HB 10 -1 = 160 - 170 МПа"
"ЛАН59-3-2","Твердость ЛАН59-3-2 , Сплав мягкий/HB 10 -1 = 110 - 120 МПа;Твердость ЛАН59-3-2 , Сплав твердый/HB 10 -1 = 175 - 185 МПа"
"ЛАНКМц75-2-2.5-0.5-0.5","Твердость ЛАНКМц75-2-2.5-0.5-0.5 , Сплав деформированый/HB 10 -1 = 284 - 294 МПа"
"ЛЖМц59-1-1","Твердость ЛЖМц59-1-1 , Пруток полутверд. ГОСТ 2060-2006/HB 10 -1 = 130 МПа;Твердость ЛЖМц59-1-1 , Пруток прессован. ГОСТ 2060-2006/HB 10 -1 = 80 МПа"
"ЛЖС58-1-1","Твердость ЛЖС58-1-1 , Пруток полутверд. ГОСТ 2060-2006/HB 10 -1 = 130 МПа"
"ЛК",""
"ЛК1",""
"ЛК2",""
"ЛК62-0.5",""
"ЛК75В",""
"ЛК80-3","Твердость ЛК80-3 , Сплав мягкий/HB 10 -1 = 95 - 105 МПа;Твердость ЛК80-3 , Сплав твердый/HB 10 -1 = 170 - 190 МПа"
"ЛК80-Л","Твердость ЛК80-Л , литье в кокиль ГОСТ 17711-93/HB 10 -1 = 110 МПа;Твердость ЛК80-Л , литье в песчаную форму ГОСТ 17711-93/HB 10 -1 = 100 МПа"
"ЛКБО62-0.2-0.04-0.5",""
"ЛКС",""
"ЛКС65-1.5-3","Твердость ЛКС65-1.5-3 ,/HB 10 -1 = 80 МПа;Твердость ЛКС65-1.5-3 , Сплав деформированый/HB 10 -1 = 160 МПа"
"ЛМц58-2","Твердость ЛМц58-2 , Лист мягк. ГОСТ 2208-2007/HB 10 -1 = 85 МПа;Твердость ЛМц58-2 , Лист тверд. ГОСТ 2208-2007/HB 10 -1 = 120 МПа;Твердость ЛМц58-2 , Пруток полутверд. ГОСТ 2060-2006/HB 10 -1 = 125 - 130 МПа;Твердость ЛМц58-2 , Пруток прессован. ГОСТ 2060-2006/HB 10 -1 = 80 МПа"
"ЛМц58-2Л","Твердость ЛМц58-2Л, литье в кокиль ГОСТ 17711-93/HB 10 -1 = 110 МПа;Твердость ЛМц58-2Л , литье в песчаную форму ГОСТ 17711-93/HB 10 -1 = 100 МПа;Твердость ЛМц58-2Л , литье центробежное ГОСТ 17711-93/HB 10 -1 = 110 МПа"
"ЛМцА57-3-1","Твердость ЛМцА57-3-1 , Сплав мягкий/HB 10 -1 = 85 - 95 МПа;Твердость ЛМцА57-3-1 , Сплав твердый/HB 10 -1 = 175 - 185 МПа"
"ЛМцЖ",""
"ЛМцЖ55-3-1","Твердость ЛМцЖ55-3-1 , литье в кокиль ГОСТ 17711-93/HB 10 -1 = 100 МПа;Твердость ЛМцЖ55-3-1 , литье в песчаную форму ГОСТ 17711-93/HB 10 -1 = 90 МПа"
"ЛМцКА",""
"ЛМцС",""
"ЛМцСК",""
"ЛМцСКА",""
"ЛМш68-0.05","Твердость ЛМш68-0.05 , Сплав мягкий/HB 10 -1 = 52 - 60 МПа;Твердость ЛМш68-0.05 , Сплав твердый/HB 10 -1 = 145 - 155 МПа"
"ЛН65-5","Твердость ЛН65-5 , Сплав мягкий/HB 10 -1 = 55 - 65 МПа;Твердость ЛН65-5 , Сплав твердый/HB 10 -1 = 160 - 170 МПа"
"ЛО60-1","Твердость ЛО60-1 , Сплав мягкий/HB 10 -1 = 72 - 82 МПа;Твердость ЛО60-1 , Сплав твердый/HB 10 -1 = 145 - 155 МПа"
"ЛО62-1","Твердость ЛО62-1 , Лист тверд. ГОСТ 2208-2007/HB 10 -1 = 145 МПа;Твердость ЛО62-1 , Пруток полутверд. ГОСТ 2060-2006/HB 10 -1 = 100 МПа;Твердость ЛО62-1 , Пруток прессован. ГОСТ 2060-2006/HB 10 -1 = 80 МПа"
"ЛО70-1","Твердость ЛО70-1 , Сплав мягкий/HB 10 -1 = 55 - 65 МПа;Твердость ЛО70-1 , Сплав твердый/HB 10 -1 = 145 - 155 МПа"
"ЛО90-1","Твердость ЛО90-1 , Лист мягк. ГОСТ 2208-2007/HB 10 -1 = 65 МПа;Твердость ЛО90-1 , Лист тверд. ГОСТ 2208-2007/HB 10 -1 = 120 МПа"
"ЛОК59-1-0.3",""
"ЛОМш70-1-0.04",""
"ЛОМш70-1-0.05","Твердость ЛОМш70-1-0.05 , Сплав мягкий/HB 10 -1 = 50 - 58 МПа;Твердость ЛОМш70-1-0.05 , Сплав твердый/HB 10 -1 = 140 - 150 МПа"
"ЛОС",""
"ЛС",""
"ЛС58-2","Твердость ЛС58-2 , Пруток мягк. ГОСТ 2060-2006/HB 10 -1 = 80 МПа;Твердость ЛС58-2 , Пруток тверд. ГОСТ 2060-2006/HB 10 -1 = 130 МПа"
"ЛС58-3","Твердость ЛС58-3 , Пруток мягк. ГОСТ 2060-2006/HB 10 -1 = 80 МПа;Твердость ЛС58-3 , Пруток тверд. ГОСТ 2060-2006/HB 10 -1 = 130 МПа"
"ЛС59-1","Твердость ЛС59-1 , Лист мягк. ГОСТ 2208-2007/HB 10 -1 = 100 МПа;Твердость ЛС59-1 , Лист тверд. ГОСТ 2208-2007/HB 10 -1 = 200 МПа;Твердость ЛС59-1 , Пруток мягк. ГОСТ 2060-2006/HB 10 -1 = 80 МПа;Твердость ЛС59-1 , Пруток тверд. ГОСТ 2060-2006/HB 10 -1 = 130 МПа"
"ЛС59-1В","Твердость ЛС59-1В , Пруток мягк. ГОСТ 2060-2006/HB 10 -1 = 80 МПа;Твердость ЛС59-1В , Пруток тверд. ГОСТ 2060-2006/HB 10 -1 = 130 МПа"
"ЛС59-1ЛД","Твердость ЛС59-1ЛД , литье в кокиль ГОСТ 17711-93/HB 10 -1 = 100 МПа;Твердость ЛС59-1ЛД , литье под давлением ГОСТ 17711-93/HB 10 -1 = 70 МПа"
"ЛС59-2","Твердость ЛС59-2 , Пруток мягк. ГОСТ 2060-2006/HB 10 -1 = 80 МПа;Твердость ЛС59-2 , Пруток тверд. ГОСТ 2060-2006/HB 10 -1 = 130 МПа"
"ЛС60-1","Твердость ЛС60-1 , Сплав мягкий/HB 10 -1 = 60 - 70 МПа;Твердость ЛС60-1 , Сплав твердый/HB 10 -1 = 150 - 160 МПа"
"ЛС63-3","Твердость ЛС63-3 , Пруток тверд. ГОСТ 2060-2006/HB 10 -1 = 130 - 155 МПа;Твердость ЛС63-3 , Пруток полутверд. ГОСТ 2060-2006/HB 10 -1 = 95 МПа;Твердость ЛС63-3 , Сплав мягкий/HB 10 -1 = 45 - 55 МПа"
"ЛС63-3А","Твердость ЛС63-3А, Пруток тверд. ГОСТ 2060-2006/HB 10 -1 = 130 - 155 МПа;Твердость ЛС63-3А, Пруток полутверд. ГОСТ 2060-2006/HB 10 -1 = 95 МПа;Твердость ЛС63-3А, Сплав мягкий/HB 10 -1 = 45 - 55 МПа"
"ЛС64-2","Твердость ЛС64-2 , Сплав мягкий/HB 10 -1 = 50 - 60 МПа;Твердость ЛС64-2 , Сплав твердый/HB 10 -1 = 140 - 150 МПа"
"ЛС74-3","Твердость ЛС74-3 , Сплав мягкий/HB 10 -1 = 40 - 50 МПа;Твердость ЛС74-3 , Сплав твердый/HB 10 -1 = 130 - 140 МПа"
"ЛСд",""
"ЛСдч",""
"ЛСч",""
"ЛЦ14К3С3","Твердость ЛЦ14К3С3 , литье в кокиль ГОСТ 17711-93/HB 10 -1 = 100 МПа;Твердость ЛЦ14К3С3 , литье в песчаную форму ГОСТ 17711-93/HB 10 -1 = 90 МПа"
"ЛЦ16К4","Твердость ЛЦ16К4 , литье в кокиль ГОСТ 17711-93/HB 10 -1 = 110 МПа;Твердость ЛЦ16К4 , литье в песчаную форму ГОСТ 17711-93/HB 10 -1 = 100 МПа"
"ЛЦ23А6Ж3Мц2","Твердость ЛЦ23А6Ж3Мц2 , литье в кокиль ГОСТ 17711-93/HB 10 -1 = 165 МПа;Твердость ЛЦ23А6Ж3Мц2 , литье в песчаную форму ГОСТ 17711-93/HB 10 -1 = 160 МПа"
"ЛЦ25С2","Твердость ЛЦ25С2 , литье в песчаную форму ГОСТ 17711-93/HB 10 -1 = 60 МПа"
"ЛЦ30А3","Твердость ЛЦ30А3 , литье в кокиль ГОСТ 17711-93/HB 10 -1 = 90 МПа;Твердость ЛЦ30А3 , литье в песчаную форму ГОСТ 17711-93/HB 10 -1 = 80 МПа"
"ЛЦ37Мц2С2К","Твердость ЛЦ37Мц2С2К , литье в кокиль ГОСТ 17711-93/HB 10 -1 = 110 МПа"
"ЛЦ38Мц2С2","Твердость ЛЦ38Мц2С2 , литье в кокиль ГОСТ 17711-93/HB 10 -1 = 85 МПа;Твердость ЛЦ38Мц2С2 , литье в песчаную форму ГОСТ 17711-93/HB 10 -1 = 80 МПа"
"ЛЦ40АЖ","Твердость ЛЦ40АЖ , литье в кокиль/HB 10 -1 = 88 МПа;Твердость ЛЦ40АЖ , литье в песчаную форму/HB 10 -1 = 78 МПа"
"ЛЦ40Мц1.5","Твердость ЛЦ40Мц1.5 , литье в кокиль ГОСТ 17711-93/HB 10 -1 = 110 МПа;Твердость ЛЦ40Мц1.5 , литье в песчаную форму ГОСТ 17711-93/HB 10 -1 = 100 МПа;Твердость ЛЦ40Мц1.5 , литье центробежное ГОСТ 17711-93/HB 10 -1 = 110 МПа"
"ЛЦ40Мц3А","Твердость ЛЦ40Мц3А , литье в кокиль ГОСТ 17711-93/HB 10 -1 = 115 МПа;Твердость ЛЦ40Мц3А , литье центробежное ГОСТ 17711-93/HB 10 -1 = 115 МПа"
"ЛЦ40Мц3Ж","Твердость ЛЦ40Мц3Ж , литье в кокиль ГОСТ 17711-93/HB 10 -1 = 100 МПа;Твердость ЛЦ40Мц3Ж , литье в песчаную форму ГОСТ 17711-93/HB 10 -1 = 90 МПа"
"ЛЦ40С","Твердость ЛЦ40С , Пруток ГОСТ 24301-93/HB 10 -1 = 70 - 80 МПа;Твердость ЛЦ40С , литье в кокиль ГОСТ 17711-93/HB 10 -1 = 80 МПа;Твердость ЛЦ40С , литье в песчаную форму ГОСТ 17711-93/HB 10 -1 = 70 МПа;Твердость ЛЦ40С , литье центробежное ГОСТ 17711-93/HB 10 -1 = 80 МПа"
"ЛЦ40СД","Твердость ЛЦ40СД , литье в кокиль ГОСТ 17711-93/HB 10 -1 = 100 МПа;Твердость ЛЦ40СД , литье под давлением ГОСТ 17711-93/HB 10 -1 = 70 МПа"
"Л63","Твердость Л63 , Лист мягк. ГОСТ 2208-2007/HB 10 -1 = 70 МПа;Твердость Л63 , Пруток мягк. ГОСТ 2060-2006/HB 10 -1 = 70 МПа;Твердость Л63 , Пруток тверд. ГОСТ 2060-2006/HB 10 -1 = 130 МПа"
"Л63А","Твердость Л63А , Лист мягк. ГОСТ 2208-2007/HB 10 -1 = 70 МПа;Твердость Л63А , Пруток мягк. ГОСТ 2060-2006/HB 10 -1 = 70 МПа;Твердость Л63А , Пруток тверд. ГОСТ 2060-2006/HB 10 -1 = 130 МПа"
"Cu-DHP",""
"АМФ",""
"АМФу",""
"ВПр-1",""
"ВПр-2",""
"ВПр-4",""
"ВПр1",""
"ВПр2",""
"ВПр4",""
"Константан","Твердость Константан , Сплав мягкий/HB 10 -1 = 75 - 90 МПа;Твердость Константан , Сплав твердый/HB 10 -1 = 155 МПа"
"Копель","Твердость Копель , Сплав мягкий/HB 10 -1 = 85 - 90 МПа;Твердость Копель , Сплав твердый/HB 10 -1 = 185 МПа"
"КуниальА","Твердость КуниальА , Сплав твердый/HB 10 -1 = 255 МПа"
"КуниальБ","Твердость КуниальБ , Сплав твердый/HB 10 -1 = 206 МПа"
"М0","Твердость М0 , Сплав мягкий/HB 10 -1 = 45 МПа;Твердость М0 , Сплав твердый/HB 10 -1 = 110 МПа"
"М00","Твердость М00 , Сплав мягкий/HB 10 -1 = 45 МПа;Твердость М00 , Сплав твердый/HB 10 -1 = 110 МПа"
"М001",""
"М001б",""
"М00б","Твердость М00б , Сплав мягкий/HB 10 -1 = 45 МПа;Твердость М00б , Сплав твердый/HB 10 -1 = 110 МПа"
"М00к",""
"М0б","Твердость М0б , Сплав мягкий/HB 10 -1 = 45 МПа;Твердость М0б , Сплав твердый/HB 10 -1 = 110 МПа"
"М0к","Твердость М0к , Сплав мягкий/HB 10 -1 = 45 МПа;Твердость М0к , Сплав твердый/HB 10 -1 = 110 МПа"
"М1","Твердость М1 , Сплав мягкий ГОСТ 1173-2006/HB 10 -1 = 55 МПа;Твердость М1 , Сплав твердый ГОСТ 1173-2006/HB 10 -1 = 95 МПа"
"М1к","Твердость М1к , Сплав мягкий/HB 10 -1 = 45 МПа;Твердость М1к , Сплав твердый/HB 10 -1 = 110 МПа"
"М1ор",""
"М1р","Твердость М1р , Сплав мягкий ГОСТ 1173-2006/HB 10 -1 = 55 МПа;Твердость М1р , Сплав твердый ГОСТ 1173-2006/HB 10 -1 = 95 МПа"
"М1рЕ","Твердость М1рЕ , Сплав мягкий ГОСТ 1173-2006/HB 10 -1 = 55 МПа;Твердость М1рЕ , Сплав твердый ГОСТ 1173-2006/HB 10 -1 = 95 МПа"
"М1у",""
"М1ф","Твердость М1ф , Сплав мягкий ГОСТ 1173-2006/HB 10 -1 = 55 МПа;Твердость М1ф , Сплав твердый ГОСТ 1173-2006/HB 10 -1 = 95 МПа"
"М2","Твердость М2 , Сплав мягкий ГОСТ 1173-2006/HB 10 -1 = 55 МПа;Твердость М2 , Сплав твердый ГОСТ 1173-2006/HB 10 -1 = 95 МПа"
"М2к",""
"М2р","Твердость М2р , Сплав мягкий ГОСТ 1173-2006/HB 10 -1 = 55 МПа;Твердость М2р , Сплав твердый ГОСТ 1173-2006/HB 10 -1 = 95 МПа"
"М3","Твердость М3 , Сплав мягкий ГОСТ 1173-2006/HB 10 -1 = 55 МПа;Твердость М3 , Сплав твердый ГОСТ 1173-2006/HB 10 -1 = 95 МПа"
"М3р","Твердость М3р , Сплав мягкий ГОСТ 1173-2006/HB 10 -1 = 55 МПа;Твердость М3р , Сплав твердый ГОСТ 1173-2006/HB 10 -1 = 95 МПа"
"МБ-1",""
"МН-10","Твердость МН-10 ,/HB 10 -1 = 37 МПа"
"МН0.6","Твердость МН0.6 , Сплав мягкий/HB 10 -1 = 50 - 60 МПа"
"МН10","Твердость МН10 ,/HB 10 -1 = 37 МПа"
"МН16","Твердость МН16 , Сплав мягкий/HB 10 -1 = 70 МПа;Твердость МН16 , Сплав твердый/HB 10 -1 = 122 МПа"
"МН19","Твердость МН19 , Сплав мягкий/HB 10 -1 = 69 МПа;Твердость МН19 , Сплав твердый/HB 10 -1 = 117 МПа"
"МН25",""
"МН95-5","Твердость МН95-5 , Сплав мягкий/HB 10 -1 = 87 МПа"
"МНА13-3","Твердость МНА13-3 , Сплав твердый/HB 10 -1 = 255 МПа"
"МНА6-1.5","Твердость МНА6-1.5 , Сплав твердый/HB 10 -1 = 206 МПа"
"МНЖ5-1",""
"МНЖКТ5-1-0.2-0.2",""
"МНЖМц10-1-1",""
"МНЖМц30-1-1","Твердость МНЖМц30-1-1 , Сплав мягкий/HB 10 -1 = 58.8 - 68.9 МПа;Твердость МНЖМц30-1-1 , Сплав твердый/HB 10 -1 = 98 МПа"
"МНМц3-12","Твердость МНМц3-12 , Сплав мягкий/HB 10 -1 = 120 МПа"
"МНМц40-1.5","Твердость МНМц40-1.5 , Сплав мягкий/HB 10 -1 = 75 - 90 МПа;Твердость МНМц40-1.5 , Сплав твердый/HB 10 -1 = 155 МПа"
"МНМц43-0.5","Твердость МНМц43-0.5 , Сплав мягкий/HB 10 -1 = 85 - 90 МПа;Твердость МНМц43-0.5 , Сплав твердый/HB 10 -1 = 185 МПа"
"МНМцАЖ3-12-0.3-0.3",""
"МНЦ12-24",""
"МНЦ15-20","Твердость МНЦ15-20 , Сплав мягкий/HB 10 -1 = 69 МПа;Твердость МНЦ15-20 , Сплав мягкий/HB 10 -1 = 157 - 171 МПа"
"МНЦ18-20",""
"МНЦ18-27",""
"МНЦС16-29-1.8",""
"Монель","Твердость Монель , Сплав мягкий/HB 10 -1 = 135 МПа;Твердость Монель , Сплав твердый/HB 10 -1 = 210 МПа"
"МСр1",""
"МФ10",""
"МФ9",""
"НМЖМц28-2.5-1.5","Твердость НМЖМц28-2.5-1.5 , Сплав мягкий/HB 10 -1 = 135 МПа;Твердость НМЖМц28-2.5-1.5 , Сплав твердый/HB 10 -1 = 210 МПа"
"ПМФОЦр6-4-0.03",""
"ПМЦ36",""
"ПМЦ48","Твердость ПМЦ48 , ГОСТ 23137-78/HB 10 -1 = 130 МПа"
"ПМЦ54","Твердость ПМЦ54 , ГОСТ 23137-78/HB 10 -1 = 128 МПа"
"СплавТБ","Твердость СплавТБ , Сплав мягкий/HB 10 -1 = 70 МПа;Твердость СплавТБ , Сплав твердый/HB 10 -1 = 122 МПа"
"СплавТП","Твердость СплавТП , Сплав мягкий/HB 10 -1 = 50 - 60 МПа"
"М1Е","Твердость М1Е , Сплав мягкий ГОСТ 1173-2006/HB 10 -1 = 55 МПа;Твердость М1Е , Сплав твердый ГОСТ 1173-2006/HB 10 -1 = 95 МПа"
"М1б",""
"1010",""
"1010Е",""
"1011","Твердость 1011 , Сплав литой/HB 10 -1 = 20 МПа;Твердость 1011 , Сплав деформированый/HB 10 -1 = 30 - 35 МПа;Твердость 1011 , Сплав отожженный/HB 10 -1 = 25 МПа"
"1011Е",""
"1013",""
"1015",""
"1050",""
"1105",""
"1110","Твердость 1110 ,/HB 10 -1 = 95 МПа;Твердость 1110 , Сплав отожженный/HB 10 -1 = 45 МПа"
"1117",""
"1140","Твердость 1140 ,/HB 10 -1 = 100 МПа;Твердость 1140 после закалки и старения ,/HB 10 -1 = 120 МПа"
"1141","Твердость 1141 ,/HB 10 -1 = 109 - 117 МПа"
"1145",""
"1160","Твердость 1160 после закалки и старения ,/HB 10 -1 = 105 МПа;Твердость 1160 , Сплав отожженный/HB 10 -1 = 42 МПа"
"1163",""
"1165",""
"1167",""
"1180","Твердость 1180 после закалки и старения ,/HB 10 -1 = 70 МПа;Твердость 1180 после отжига ,/HB 10 -1 = 38 МПа"
"1190",""
"1197",""
"1201",""
"1310","Твердость 1310 после закалки и старения ,/HB 10 -1 = 80 МПа"
"1310Е",""
"1330","Твердость 1330 ,/HB 10 -1 = 80 МПа"
"1340","Твердость 1340 ,/HB 10 -1 = 85 МПа;Твердость 1340 после закалки ,/HB 10 -1 = 65 МПа;Твердость 1340 , Сплав отожженный/HB 10 -1 = 30 МПа"
"1350",""
"1360","Твердость 1360 ,/HB 10 -1 = 95 - 100 МПа"
"1380","Твердость 1380 ,/HB 10 -1 = 110 - 120 МПа;Твердость 1380 после закалки и старения ,/HB 10 -1 = 135 МПа"
"1400","Твердость 1400 нагартованного ,/HB 10 -1 = 55 МПа;Твердость 1400 , Сплав отожженный/HB 10 -1 = 30 МПа"
"1401",""
"1403",""
"1420",""
"1505",""
"1510",""
"1520","Твердость 1520 ,/HB 10 -1 = 45 МПа;Твердость 1520 нагартованного ,/HB 10 -1 = 60 МПа"
"1530","Твердость 1530 ,/HB 10 -1 = 45 МПа"
"1540",""
"1550","Твердость 1550 ,/HB 10 -1 = 65 МПа"
"1557",""
"1560","Твердость 1560 ,/HB 10 -1 = 65 МПа"
"1901",""
"1903",""
"1915",""
"1920",""
"1925",""
"1950","Твердость 1950 ,/HB 10 -1 = 125 МПа;Твердость 1950 после закалки и старения ,/HB 10 -1 = 150 МПа"
"1957",""
"1980",""
"1985ч",""
"6060",""
"6063",""
"8011",""
"8011А",""
"8111",""
"AlB3",""
"AlB4",""
"AlB5",""
"AlBe5",""
"AlBi3",""
"AlCa10",""
"AlCa6",""
"AlCo10",""
"AlCr10",""
"AlCr20A",""
"AlCr20B",""
"AlCr5A",""
"AlCr5B",""
"AlCu33A",""
"AlCu33B",""
"AlCu50A",""
"AlCu50B",""
"AlFe10A",""
"AlFe10B",""
"AlFe20",""
"AlMg0.7Si",""
"AlMg10",""
"AlMg20",""
"AlMg50",""
"AlMgSi",""
"AlMgSi0.5",""
"AlMn10A",""
"AlMn10B",""
"AlMn20A",""
"AlMn20B",""
"AlMn60A",""
"AlMn60B",""
"AlNi10",""
"AlNi20",""
"AlSb10",""
"AlSc2A",""
"AlSc2B",""
"AlSc5A",""
"AlSc5B",""
"AlSi20A",""
"AlSi20B",""
"AlSi50A",""
"AlSi50B",""
"AlSr10",""
"AlSr10Ti1B0.2",""
"AlSr3.5",""
"AlSr5",""
"AlTi10A",""
"AlTi10B",""
"AlTi2.5",""
"AlTi3B1",""
"AlTi5",""
"AlTi5B0.2",""
"AlTi5B0.6",""
"AlTi5B1",""
"AlV10",""
"AlV5",""
"AlZr10A",""
"AlZr10B",""
"AlZr15",""
"AlZr2.5",""
"AlZr5A",""
"AlZr5B",""
"А0","Твердость А0 , литье в кокиль/HB 10 -1 = 25 МПа;Твердость А0 , Сплав деформированый/HB 10 -1 = 32 МПа"
"А35ГОСТ11069-2001",""
"А5","Твердость А5 , Сплав литой/HB 10 -1 = 20 МПа"
"А5Е",""
"А6","Твердость А6 , Сплав литой/HB 10 -1 = 20 МПа"
"А7","Твердость А7 , Сплав литой/HB 10 -1 = 20 МПа"
"А7Е",""
"А7Э",""
"А8",""
"А85",""
"А95",""
"А97",""
"А98",""
"А99",""
"А995","Твердость А995 , Сплав литой/HB 10 -1 = 13 - 15 МПа"
"А999","Твердость А999 , Сплав литой/HB 10 -1 = 13 - 15 МПа"
"А99КВ",""
"АВ","Твердость АВ ,/HB 10 -1 = 85 МПа;Твердость АВ после закалки ,/HB 10 -1 = 65 МПа;Твердость АВ , Сплав отожженный/HB 10 -1 = 30 МПа"
"АВ86",""
"АВ86Ф",""
"АВ87",""
"АВ87Ф",""
"АВ88",""
"АВ88Ф",""
"АВ91",""
"АВ91Ф",""
"АВ92",""
"АВ92Ф",""
"АВ97",""
"АВ97Ф",""
"АВД1-1",""
"АВД1",""
"АВЕ",""
"АД",""
"АД0","Твердость АД0 , Сплав литой/HB 10 -1 = 20 МПа;Твердость АД0 , Сплав деформированый/HB 10 -1 = 30 - 35 МПа;Твердость АД0 , Сплав отожженный/HB 10 -1 = 25 МПа"
"АД00",""
"АД000",""
"АД00Е",""
"АД0Е",""
"АД1",""
"АД1пл",""
"АД31","Твердость АД31 после закалки и старения ,/HB 10 -1 = 80 МПа"
"АД31Е",""
"АД33","Твердость АД33 ,/HB 10 -1 = 80 МПа"
"АД35",""
"АДоч",""
"АДС",""
"АДч",""
"АЖ0.6",""
"АЖ0.8",""
"АЖ1",""
"АК10М2Н",""
"АК10су","Твердость АК10су , литье в кокиль ГОСТ 1583-93/HB 10 -1 = 70 МПа"
"АК11М2","Твердость АК11М2 , Отливки ГОСТ 1583-93/HB 10 -1 = 70 - 83.4 МПа"
"АК12","Твердость АК12 , ГОСТ 1583-93/HB 10 -1 = 50 МПа"
"АК12ж",""
"АК12М2","Твердость АК12М2 , Отливки ГОСТ 1583-93/HB 10 -1 = 70 - 83.4 МПа"
"АК12М2МгН","Твердость АК12М2МгН , ГОСТ 1583-93/HB 10 -1 = 90 МПа"
"АК12ММгН","Твердость АК12ММгН , литье в кокиль ГОСТ 1583-93/HB 10 -1 = 90 - 100 МПа"
"АК12оч",""
"АК12П",""
"АК12пч",""
"АК12ч",""
"АК13","Твердость АК13 , литье под давлением ГОСТ 1583-93/HB 10 -1 = 60 МПа"
"АК18",""
"АК21М2.5Н2.5","Твердость АК21М2.5Н2.5 , литье в кокиль ГОСТ 1583-93/HB 10 -1 = 90 - 100 МПа"
"АК4-1","Твердость АК4-1 ,/HB 10 -1 = 109 - 117 МПа"
"АК4-1ч",""
